EX,Tarifna oznaka,Naziv,Dopunska jedinica,Carinska stopa (%),EU,CEFTA,IRN,TUR,"CHE, LIE",ISL,NOR
,,"Sapun; organski površinski aktivni proizvodi i preparati koji se koriste kao sapun, u obliku štapića, kocaka, lijevanih ili oblikovanih komada, sa dodatkom ili bez dodataka sapuna; organski površinski aktivni proizvodi i preparati za pranje kože, u obliku tečnosti ili kreme, pripremljeni u pakovanja za pojedinačnu prodaju, koji sadrže ili ne sadrže sapun; papir, vata, pust i netkani tekstilni materijali, impregnisani, premazani ili prekriveni sapunom ili deterdžentom >>> sapun; organski površinski aktivni proizvodi i preparati u obliku štapića, kocaka, lijevanih ili oblikovanih komada te papir, vata, filc i netkani tekstilni materijali, impregnisani ili premazani sapunom ili deterdžentom",,,,,,,,,
,3401 11 00 00,"Sapun; organski površinski aktivni proizvodi i preparati koji se koriste kao sapun, u obliku štapića, kocaka, lijevanih ili oblikovanih komada, sa dodatkom ili bez dodataka sapuna; organski površinski aktivni proizvodi i preparati za pranje kože, u obliku tečnosti ili kreme, pripremljeni u pakovanja za pojedinačnu prodaju, koji sadrže ili ne sadrže sapun; papir, vata, pust i netkani tekstilni materijali, impregnisani, premazani ili prekriveni sapunom ili deterdžentom >>> sapun; organski površinski aktivni proizvodi i preparati u obliku štapića, kocaka, lijevanih ili oblikovanih komada te papir, vata, filc i netkani tekstilni materijali, impregnisani ili premazani sapunom ili deterdžentom >>> za toaletnu upotrebu",–,10,0,0,8,0,0,0,0
,3401 19 00 00,"Sapun; organski površinski aktivni proizvodi i preparati koji se koriste kao sapun, u obliku štapića, kocaka, lijevanih ili oblikovanih komada, sa dodatkom ili bez dodataka sapuna; organski površinski aktivni proizvodi i preparati za pranje kože, u obliku tečnosti ili kreme, pripremljeni u pakovanja za pojedinačnu prodaju, koji sadrže ili ne sadrže sapun; papir, vata, pust i netkani tekstilni materijali, impregnisani, premazani ili prekriveni sapunom ili deterdžentom >>> sapun; organski površinski aktivni proizvodi i preparati u obliku štapića, kocaka, lijevanih ili oblikovanih komada te papir, vata, filc i netkani tekstilni materijali, impregnisani ili premazani sapunom ili deterdžentom >>> ostalo",–,10,0,0,8,0,0,0,0
,3401 20,"Sapun; organski površinski aktivni proizvodi i preparati koji se koriste kao sapun, u obliku štapića, kocaka, lijevanih ili oblikovanih komada, sa dodatkom ili bez dodataka sapuna; organski površinski aktivni proizvodi i preparati za pranje kože, u obliku tečnosti ili kreme, pripremljeni u pakovanja za pojedinačnu prodaju, koji sadrže ili ne sadrže sapun; papir, vata, pust i netkani tekstilni materijali, impregnisani, premazani ili prekriveni sapunom ili deterdžentom >>> sapun u ostalim oblicima",,,,,,,,,
,3401 20 10 00,"Sapun; organski površinski aktivni proizvodi i preparati koji se koriste kao sapun, u obliku štapića, kocaka, lijevanih ili oblikovanih komada, sa dodatkom ili bez dodataka sapuna; organski površinski aktivni proizvodi i preparati za pranje kože, u obliku tečnosti ili kreme, pripremljeni u pakovanja za pojedinačnu prodaju, koji sadrže ili ne sadrže sapun; papir, vata, pust i netkani tekstilni materijali, impregnisani, premazani ili prekriveni sapunom ili deterdžentom >>> sapun u ostalim oblicima >>> ljuskice, listići, granule ili prah",–,10,0,0,8,0,0,0,0
,3401 20 90 00,"Sapun; organski površinski aktivni proizvodi i preparati koji se koriste kao sapun, u obliku štapića, kocaka, lijevanih ili oblikovanih komada, sa dodatkom ili bez dodataka sapuna; organski površinski aktivni proizvodi i preparati za pranje kože, u obliku tečnosti ili kreme, pripremljeni u pakovanja za pojedinačnu prodaju, koji sadrže ili ne sadrže sapun; papir, vata, pust i netkani tekstilni materijali, impregnisani, premazani ili prekriveni sapunom ili deterdžentom >>> sapun u ostalim oblicima >>> ostalo",–,10,0,0,8,0,0,0,0
,3401 30 00 00,"Sapun; organski površinski aktivni proizvodi i preparati koji se koriste kao sapun, u obliku štapića, kocaka, lijevanih ili oblikovanih komada, sa dodatkom ili bez dodataka sapuna; organski površinski aktivni proizvodi i preparati za pranje kože, u obliku tečnosti ili kreme, pripremljeni u pakovanja za pojedinačnu prodaju, koji sadrže ili ne sadrže sapun; papir, vata, pust i netkani tekstilni materijali, impregnisani, premazani ili prekriveni sapunom ili deterdžentom >>> organski površinski aktivni proizvodi i preparati za pranje kože, u obliku tečnosti ili kreme pripremljeni u pakovanja za direktnu prodaju, sa dodatkom ili bez dodatka sapuna",–,10,0,0,8,0,0,0,0
,3402,Organska površinski aktivna sredstva,,,,,,,,,
,,Organska površinski aktivna sredstva >>> anionska organska površinski aktivna sredstva pripremljena ili ne u pakovanja za pojedinačnu prodaju,,,,,,,,,
,3402 31 00 00,Organska površinski aktivna sredstva >>> anionska organska površinski aktivna sredstva pripremljena ili ne u pakovanja za pojedinačnu prodaju >>> linearne alkilbenzen sulfonske kiseline i njihove soli,–,10,0,0,10,0,0,0,0
,3402 39,Organska površinski aktivna sredstva >>> anionska organska površinski aktivna sredstva pripremljena ili ne u pakovanja za pojedinačnu prodaju >>> ostala,,,,,,,,,
,3402 39 10 00,Organska površinski aktivna sredstva >>> anionska organska površinski aktivna sredstva pripremljena ili ne u pakovanja za pojedinačnu prodaju >>> ostala >>> vodena otopina koja sadrži dinatrijev alkil,–,10,0,0,10,0,0,0,0
,3402 39 90 00,Organska površinski aktivna sredstva >>> anionska organska površinski aktivna sredstva pripremljena ili ne u pakovanja za pojedinačnu prodaju >>> ostala >>> ostalo,–,10,0,0,10,0,0,0,0
,,Organska površinski aktivna sredstva >>> ostala organska površinski aktivna sredstva nezavisno jesu li pripremljena u pakovanja za pojedinačnu prodaju ili ne,,,,,,,,,
,3402 41 00 00,Organska površinski aktivna sredstva >>> ostala organska površinski aktivna sredstva nezavisno jesu li pripremljena u pakovanja za pojedinačnu prodaju ili ne >>> kationska,–,5,0,0,5,0,0,0,0
,3402 42 00 00,Organska površinski aktivna sredstva >>> ostala organska površinski aktivna sredstva nezavisno jesu li pripremljena u pakovanja za pojedinačnu prodaju ili ne >>> neionska,–,0,0,0,0,0,0,0,0
,3402 49 00 00,Organska površinski aktivna sredstva >>> ostala organska površinski aktivna sredstva nezavisno jesu li pripremljena u pakovanja za pojedinačnu prodaju ili ne >>> ostala,–,5,0,0,5,0,0,0,0
,3402 50,Organska površinski aktivna sredstva >>> preparati pripremljeni u originalna pakovanja za pojedinačnu prodaju,,,,,,,,,
,3402 50 10 00,Organska površinski aktivna sredstva >>> preparati pripremljeni u originalna pakovanja za pojedinačnu prodaju >>> površinski aktivni preparati,–,10,0,0,8,0,0,0,0
,3402 50 90 00,"Organska površinski aktivna sredstva >>> preparati pripremljeni u originalna pakovanja za pojedinačnu prodaju >>> preparati za pranje, pomoćni preparati za pranje i preparati  za čišćenje",–,10,0,0,8,0,0,0,0
,3402 90,Organska površinski aktivna sredstva >>> ostalo,,,,,,,,,
,3402 90 10 00,Organska površinski aktivna sredstva >>> ostalo >>> površinski aktivni preparati,–,10,0,0,10,0,0,0,0
ex,3402 90 10 10,Organska površinski aktivna sredstva >>> ostalo >>> površinski aktivni preparati >>> repromaterijal za proizvodnju dječijih pelena i papirne konfekcije,–,0,0,0,0,0,0,0,0
,3402 90 90 00,"Organska površinski aktivna sredstva >>> ostalo >>> preparati za pranje, pomoćni preparati za pranje i preparati za čišćenje",–,10,0,0,10,0,0,0,0
,3403,Preparati za podmazivanje,,,,,,,,,
,,Preparati za podmazivanje >>> koji sadrže naftna ulja ili ulja dobivena od bitumenskih minerala,,,,,,,,,
,3403 11 00 00,"Preparati za podmazivanje >>> koji sadrže naftna ulja ili ulja dobivena od bitumenskih minerala >>> preparati za obradu tekstila, kože, krzna ili drugog materijala",–,5,0,0,5,0,0,0,0
,3403 19,Preparati za podmazivanje >>> koji sadrže naftna ulja ili ulja dobivena od bitumenskih minerala >>> ostalo,,,,,,,,,
,3403 19 10 00,"Preparati za podmazivanje >>> koji sadrže naftna ulja ili ulja dobivena od bitumenskih minerala >>> ostalo >>> koji sadrže naftna ulja ili ulja dobivena od bitumenskih minerala sa masenim udjelom 70% ili većim, ali koja nisu temeljna sastavina",–,5,0,0,5,0,0,0,0
,3403 19 20 00,Preparati za podmazivanje >>> koji sadrže naftna ulja ili ulja dobivena od bitumenskih minerala >>> ostalo >>> maziva koja imaju bio-bazu sa sadržajem ugljika od najmanje 25% po masi i koja su biorazgradiva na nivou od najmanje 60%,–,5,0,0,5,0,0,0,0
,3403 19 80 00,Preparati za podmazivanje >>> koji sadrže naftna ulja ili ulja dobivena od bitumenskih minerala >>> ostalo >>> ostalo,–,5,0,0,5,0,0,0,0
,,Preparati za podmazivanje >>> ostalo,,,,,,,,,
,3403 91 00 00,"Preparati za podmazivanje >>> ostalo >>> preparati za obradu tekstila, kože, krzna ili drugog materijala",–,0,0,0,0,0,0,0,0
,3403 99 00 00,Preparati za podmazivanje >>> ostalo >>> ostalo,–,5,0,0,5,0,0,0,0
,3404,Vještački voskovi i pripremljeni voskovi,,,,,,,,,
,3404 20 00 00,Vještački voskovi i pripremljeni voskovi >>> od poli,–,0,0,0,0,0,0,0,0
,3404 90 00 00,Vještački voskovi i pripremljeni voskovi >>> ostalo,–,5,0,0,5,0,0,0,0
ex,3404 90 00 10,"Vještački voskovi i pripremljeni voskovi >>> ostalo >>> pripremljeni voskovi, uključujući zaptivni vosak",–,10,0,0,10,0,0,0,0
,3405,"Politure i kreme, za obuću, namještaj, podove, karoserije, staklo ili metale, paste i praškovi za ribanje",,,,,,,,,
,,"impregnisani ili prevučeni takvim preparatima), osim voskova iz tarifnog broja 3404",,,,,,,,,
,3405 10 00 00,"impregnisani ili prevučeni takvim preparatima), osim voskova iz tarifnog broja 3404 >>> politure, kreme i slični preparati za obuću i kožu",–,10,0,0,10,0,0,0,0
,3405 20 00 00,"impregnisani ili prevučeni takvim preparatima), osim voskova iz tarifnog broja 3404 >>> politure, kreme i slični preparati za održavanje drvenog pokućstva, podova i ostale drvenarije",–,10,0,0,10,0,0,0,0
,3405 30 00 00,"impregnisani ili prevučeni takvim preparatima), osim voskova iz tarifnog broja 3404 >>> politure i slični preparati za karoserije, osim politura za metale",–,10,0,0,10,0,0,0,0
,3405 40 00 00,"impregnisani ili prevučeni takvim preparatima), osim voskova iz tarifnog broja 3404 >>> paste, praškovi i ostali preparati za ribanje",–,10,0,0,10,0,0,0,0
,3405 90,"impregnisani ili prevučeni takvim preparatima), osim voskova iz tarifnog broja 3404 >>> ostalo",,,,,,,,,
,3405 90 10 00,"impregnisani ili prevučeni takvim preparatima), osim voskova iz tarifnog broja 3404 >>> ostalo >>> za poliranje metala",–,10,0,0,10,0,0,0,0
,3405 90 90 00,"impregnisani ili prevučeni takvim preparatima), osim voskova iz tarifnog broja 3404 >>> ostalo >>> ostalo",–,10,0,0,10,0,0,0,0
,3406 00 00 00,"Svijeće, svijećice i slično",–,10,0,0,10,0,0,0,0
,3407 00 00 00,Mase za modeliranje,–,10,0,0,10,0,0,0,0
ex,3407 00 00 10,Mase za modeliranje >>> preparati za zubarstvo,–,0,0,0,0,0,0,0,0
,3501,"Kazein, kazeinati i drugi derivati kazeina; kazeinska ljepila",,,,,,,,,
,3501 10,"Kazein, kazeinati i drugi derivati kazeina; kazeinska ljepila >>> kazein",,,,,,,,,
,3501 10 10 00,"Kazein, kazeinati i drugi derivati kazeina; kazeinska ljepila >>> kazein >>> za proizvodnju regeniranih tekstilnih vlakana",–,5,0,0,5,0,0,0,0
,3501 10 50 00,"Kazein, kazeinati i drugi derivati kazeina; kazeinska ljepila >>> kazein >>> za industrijsku upotrebu, osim za proizvodnju prehrambenih proizvoda za ljude i životinje",–,5,0,0,5,0,0,0,0
,3501 10 90 00,"Kazein, kazeinati i drugi derivati kazeina; kazeinska ljepila >>> kazein >>> ostali",–,5,0,0,5,0,0,0,0
ex,3501 10 90 10,"Kazein, kazeinati i drugi derivati kazeina; kazeinska ljepila >>> kazein >>> ostali >>> za uzgoj mikrobioloških kultura",–,0,0,0,0,0,0,0,0
,3501 90,"Kazein, kazeinati i drugi derivati kazeina; kazeinska ljepila >>> ostalo",,,,,,,,,
,3501 90 10 00,"Kazein, kazeinati i drugi derivati kazeina; kazeinska ljepila >>> ostalo >>> kazeinska ljepila",–,5,0,0,5,0,0,0,0
,3501 90 90 00,"Kazein, kazeinati i drugi derivati kazeina; kazeinska ljepila >>> ostalo >>> ostalo",–,5,0,0,5,0,0,0,0
,3502,Albumini,,,,,,,,,
,,Albumini >>> albumini iz jaja,,,,,,,,,
,3502 11,Albumini >>> albumini iz jaja >>> sušeni,,,,,,,,,
,3502 11 10 00,Albumini >>> albumini iz jaja >>> sušeni >>> neprikladan ili koji se preradom ne mogu učiniti prikladnim za ljudsku upotrebu,–,5,0,0,5,0,0,0,0
,3502 11 90 00,Albumini >>> albumini iz jaja >>> sušeni >>> ostali,–,5,0,0,5,0,0,0,0
,3502 19,Albumini >>> albumini iz jaja >>> ostali,,,,,,,,,
,3502 19 10 00,Albumini >>> albumini iz jaja >>> ostali >>> neprikladan ili koji se preradom ne mogu učiniti prikladnim za ljudsku upotrebu,–,5,0,0,5,0,0,0,0
,3502 19 90 00,Albumini >>> albumini iz jaja >>> ostali >>> ostali,–,5,0,0,5,0,0,0,0
,3502 20,"Albumini >>> albumin iz mlijeka, uključujući koncentrate koji sadrže dvije ili više bjelančevine surutke",,,,,,,,,
,3502 20 10 00,"Albumini >>> albumin iz mlijeka, uključujući koncentrate koji sadrže dvije ili više bjelančevine surutke >>> neprikladni ili koji se preradom ne mogu učiniti prikladnim za ljudsku upotrebu",–,5,0,0,5,0,0,0,0
,,"Albumini >>> albumin iz mlijeka, uključujući koncentrate koji sadrže dvije ili više bjelančevine surutke >>> ostali",,,,,,,,,
,3502 20 91 00,"Albumini >>> albumin iz mlijeka, uključujući koncentrate koji sadrže dvije ili više bjelančevine surutke >>> ostali >>> sušeni",–,5,0,0,5,0,0,0,0
,3502 20 99 00,"Albumini >>> albumin iz mlijeka, uključujući koncentrate koji sadrže dvije ili više bjelančevine surutke >>> ostali >>> ostali",–,5,0,0,5,0,0,0,0
,3502 90,Albumini >>> ostalo,,,,,,,,,
,,"Albumini >>> ostalo >>> albumini, osim albumina iz jaja i albumina iz mlijeka",,,,,,,,,
,3502 90 20 00,"Albumini >>> ostalo >>> albumini, osim albumina iz jaja i albumina iz mlijeka >>> neprikladni ili koji se preradom ne mogu učiniti prikladnim za ljudsku upotrebu",–,0,0,0,0,0,0,0,0
,3502 90 70 00,"Albumini >>> ostalo >>> albumini, osim albumina iz jaja i albumina iz mlijeka >>> ostali",–,0,0,0,0,0,0,0,0
,3502 90 90 00,Albumini >>> ostalo >>> albuminati i drugi albuminski derivati,–,5,0,0,5,0,0,0,0
,3503 00,Želatin,,,,,,,,,
,3503 00 10 00,Želatin >>> želatin i njegovi derivati,–,5,0,0,5,0,0,0,0
ex,3503 00 10 10,Želatin >>> želatin i njegovi derivati >>> želatin za stabilizaciju vakcina,–,0,0,0,0,0,0,0,0
,3503 00 80 00,Želatin >>> ostalo,–,5,0,0,5,0,0,0,0
ex,3503 00 80 10,Želatin >>> ostalo >>> ljepila od kostiju,–,10,0,0,10,0,0,0,0
,3504 00,"Peptoni i njihovi derivati; ostale bjelančevinaste materije i njihovi derivati, koji nisu spomenuti niti uključeni na drugom mjestu; kožni prah, hromiran ili ne",,,,,,,,,
,3504 00 10 00,"Peptoni i njihovi derivati; ostale bjelančevinaste materije i njihovi derivati, koji nisu spomenuti niti uključeni na drugom mjestu; kožni prah, hromiran ili ne >>> koncentrirane mliječne bjelančevine navedene u napomeni 1 ove glave",–,5,0,0,5,0,0,0,0
,3504 00 90 00,"Peptoni i njihovi derivati; ostale bjelančevinaste materije i njihovi derivati, koji nisu spomenuti niti uključeni na drugom mjestu; kožni prah, hromiran ili ne >>> ostalo",–,5,0,0,5,0,0,0,0
ex,3504 00 90 10,"Peptoni i njihovi derivati; ostale bjelančevinaste materije i njihovi derivati, koji nisu spomenuti niti uključeni na drugom mjestu; kožni prah, hromiran ili ne >>> Peptoni dobiveni hidrolizom kazeina za gajenje bakterioloških kultura",–,0,0,0,0,0,0,0,0
,3505,Dekstrini i drugi modificirani skrobovi,,,,,,,,,
,3505 10,Dekstrini i drugi modificirani skrobovi >>> dekstrin i drugi modificirani skrobovi,,,,,,,,,
,3505 10 10 00,Dekstrini i drugi modificirani skrobovi >>> dekstrin i drugi modificirani skrobovi >>> dekstrin,–,5,0,0,5,0,0,0,0
,,Dekstrini i drugi modificirani skrobovi >>> dekstrin i drugi modificirani skrobovi >>> drugi modificirani skrobovi,,,,,,,,,
,3505 10 50 00,Dekstrini i drugi modificirani skrobovi >>> dekstrin i drugi modificirani skrobovi >>> drugi modificirani skrobovi >>> eterificirani i esterificirani skrobovi,–,5,0,0,5,0,0,0,0
,3505 10 90 00,Dekstrini i drugi modificirani skrobovi >>> dekstrin i drugi modificirani skrobovi >>> drugi modificirani skrobovi >>> ostali,–,5,0,0,5,0,0,0,0
,3505 20,Dekstrini i drugi modificirani skrobovi >>> ljepila,,,,,,,,,
,3505 20 10 00,"Dekstrini i drugi modificirani skrobovi >>> ljepila >>> sa masenim udjelom skroba, dekstrina ili drugih modificairanih skrobova manjih od 25%",–,5,0,0,5,0,0,0,0
,3505 20 30 00,"Dekstrini i drugi modificirani skrobovi >>> ljepila >>> sa masenim udjelom skroba, dekstrina ili drugih modificiranih skrobova 25% ili većim, ali manjim od 55%",–,5,0,0,5,0,0,0,0
,3505 20 50 00,"Dekstrini i drugi modificirani skrobovi >>> ljepila >>> sa masenim udjeom skroba, dekstrina ili drugih modificiranih skrobova 55% ili većim, ali manjim od 80%",–,5,0,0,5,0,0,0,0
,3505 20 90 00,"Dekstrini i drugi modificirani skrobovi >>> ljepila >>> sa masenim udjelom skroba, dekstrina ili drugih modificiranih skrobova 80% ili većim",–,5,0,0,5,0,0,0,0
,3506,"Dekstrini i drugi modificirani skrobovi >>> Pripremljena ljepila i druga pripremljena sredstva za lijepljenje, koja nisu spomenuta niti uključena na drugom mjestu; proizvodi prikladni za upotrebu kao ljepila ili sredstva za lijepljenje, pripremljeni u pakovanja za pojedinačnu prodaju kao ljepila ili sredstva za lijepljenje, u pakovanjima netomase ne veće od 1 kg",,,,,,,,,
,3506 10 00 00,"Dekstrini i drugi modificirani skrobovi >>> proizvodi prikladni za upotrebu kao ljepila ili sredstva za lijepljenje, pripremljeni u pakovanja za pojedinačnu prodaju kao ljepila ili sredstva za lijepljenje, neto mase ne veće 1 kg",–,10,0,0,10,0,0,0,0
,,Dekstrini i drugi modificirani skrobovi >>> ostali,,,,,,,,,
,3506 91,Dekstrini i drugi modificirani skrobovi >>> ostali >>> sredstva za lijepljenje na bazi polimera iz tarifnih brojeva 3901 do 3913 ili na bazi kaučuka,,,,,,,,,
,3506 91 10 00,− − − optički providna sredstva za lijepljenje u obliku filma te optički providna stvrdnjavajuća tečna sredstva za lijepljenje koja se upotrebljavaju isključivo ili uglavnom za proizvodnju ravnih displeja ili zaslona osjetljivih na dodir,–,10,0,0,10,0,0,0,0
,3506 91 90 00,− − − optički providna sredstva za lijepljenje u obliku filma te optički providna stvrdnjavajuća tečna sredstva za lijepljenje koja se upotrebljavaju isključivo ili uglavnom za proizvodnju ravnih displeja ili zaslona osjetljivih na dodir >>> ostala,–,10,0,0,10,0,0,0,0
ex,3506 91 90 10,− − − optički providna sredstva za lijepljenje u obliku filma te optički providna stvrdnjavajuća tečna sredstva za lijepljenje koja se upotrebljavaju isključivo ili uglavnom za proizvodnju ravnih displeja ili zaslona osjetljivih na dodir >>> ostala >>> repromaterijal za proizvodnju dječijih pelena i papirne konfekcije,–,0,0,0,0,0,0,0,0
,3506 99 00 00,− − − optički providna sredstva za lijepljenje u obliku filma te optički providna stvrdnjavajuća tečna sredstva za lijepljenje koja se upotrebljavaju isključivo ili uglavnom za proizvodnju ravnih displeja ili zaslona osjetljivih na dodir >>> ostala >>> ostali,–,0,0,0,0,0,0,0,0
,3507,"Enzimi; pripremljeni enzimi, koji nisu spomenuti niti uključeni na drugom mjestu",,,,,,,,,
,3507 10 00 00,"Enzimi; pripremljeni enzimi, koji nisu spomenuti niti uključeni na drugom mjestu >>> sirila i njegovi koncentrati",–,5,0,0,5,0,0,0,0
,3507 90,"Enzimi; pripremljeni enzimi, koji nisu spomenuti niti uključeni na drugom mjestu >>> ostalo",,,,,,,,,
,3507 90 30 00,"Enzimi; pripremljeni enzimi, koji nisu spomenuti niti uključeni na drugom mjestu >>> ostalo >>> lipoproteinska lipaza; aspergilna alkalna proteaza",–,5,0,0,5,0,0,0,0
,3507 90 90 00,"Enzimi; pripremljeni enzimi, koji nisu spomenuti niti uključeni na drugom mjestu >>> ostalo >>> ostalo",–,0,0,0,0,0,0,0,0
,3601 00 00 00,Barut,–,5,0,0,5,0,0,0,0
,3602 00 00 00,"Pripremljeni eksplozivi, osim baruta",–,5,0,0,5,0,0,0,0
ex,3602 00 00 10,"Pripremljeni eksplozivi, osim baruta >>> porozni amonijev nitrat za eksplozive",–,0,0,0,0,0,0,0,0
,3603,Sporogoreći štapini; detonirajući fitilji; udarne i eksplozivne kapsule; upaljači; električni detonatori,,,,,,,,,
,3603 10 00 00,Sporogoreći štapini; detonirajući fitilji; udarne i eksplozivne kapsule; upaljači; električni detonatori >>> sporogoreći štapini,–,5,0,0,5,0,0,0,0
,3603 20 00 00,Sporogoreći štapini; detonirajući fitilji; udarne i eksplozivne kapsule; upaljači; električni detonatori >>> detonirajući fitilji,–,5,0,0,5,0,0,0,0
,3603 30 00 00,Sporogoreći štapini; detonirajući fitilji; udarne i eksplozivne kapsule; upaljači; električni detonatori >>> udarne kapsule,–,5,0,0,5,0,0,0,0
,3603 40 00 00,Sporogoreći štapini; detonirajući fitilji; udarne i eksplozivne kapsule; upaljači; električni detonatori >>> eksplozivne kapsule,–,5,0,0,5,0,0,0,0
,3603 50 00 00,Sporogoreći štapini; detonirajući fitilji; udarne i eksplozivne kapsule; upaljači; električni detonatori >>> upaljači,–,5,0,0,5,0,0,0,0
,3603 60 00 00,Sporogoreći štapini; detonirajući fitilji; udarne i eksplozivne kapsule; upaljači; električni detonatori >>> električni detonatori,–,5,0,0,5,0,0,0,0
,3604,"Pirotehnički proizvodi za vatromete, signalne rakete, rakete protiv grada, signalne rakete za gustu maglu i drugi pirotehnički proizvodi",,,,,,,,,
,3604 10 00 00,"Pirotehnički proizvodi za vatromete, signalne rakete, rakete protiv grada, signalne rakete za gustu maglu i drugi pirotehnički proizvodi >>> pirotehnički proizvodi za vatromete",–,5,0,0,5,0,0,0,0
,3604 90 00 00,"Pirotehnički proizvodi za vatromete, signalne rakete, rakete protiv grada, signalne rakete za gustu maglu i drugi pirotehnički proizvodi >>> ostalo",–,5,0,0,5,0,0,0,0
ex,3604 90 00 10,"Pirotehnički proizvodi za vatromete, signalne rakete, rakete protiv grada, signalne rakete za gustu maglu i drugi pirotehnički proizvodi >>> ostalo >>> rakete protiv grada",–,0,0,0,0,0,0,0,0
,3605 00 00 00,"Šibice, osim pirotehničkih proizvoda iz tarifnog broja 3604",–,5,0,0,5,0,0,0,0
,3606,Ferocerij i druge piroforne legure u svim oblicima; proizvodi od zapaljivih materijala navedeni u napomeni 2 uz ovu glavu,,,,,,,,,
,3606 10 00 00,"Ferocerij i druge piroforne legure u svim oblicima; proizvodi od zapaljivih materijala navedeni u napomeni 2 uz ovu glavu >>> tečna goriva ili ukapljeni plinovi kao goriva, koji se koriste za upaljače cigareta i slične upaljače, u posudama zapremine ne veće od 300 cm³",–,5,0,0,5,0,0,0,0
,3606 90,Ferocerij i druge piroforne legure u svim oblicima; proizvodi od zapaljivih materijala navedeni u napomeni 2 uz ovu glavu >>> ostalo,,,,,,,,,
,3606 90 10 00,Ferocerij i druge piroforne legure u svim oblicima; proizvodi od zapaljivih materijala navedeni u napomeni 2 uz ovu glavu >>> ostalo >>> ferocerij i druge piroforne legure u svim oblicima,–,5,0,0,5,0,0,0,0
,3606 90 90 00,Ferocerij i druge piroforne legure u svim oblicima; proizvodi od zapaljivih materijala navedeni u napomeni 2 uz ovu glavu >>> ostalo >>> ostalo,–,5,0,0,5,0,0,0,0
,3701,"Fotografske ploče i ravni filmovi, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; ravni filmovi za trenutnu",,,,,,,,,
,3701 10 00 00,"Fotografske ploče i ravni filmovi, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; ravni filmovi za trenutnu >>> za rendgensko snimanje",m²,10,0,0,10,0,0,0,0
,3701 20 00 00,"Fotografske ploče i ravni filmovi, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; ravni filmovi za trenutnu >>> ravni film za trenutnu",kd,10,0,0,10,0,0,0,0
,3701 30 00 00,"Fotografske ploče i ravni filmovi, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; ravni filmovi za trenutnu >>> ostale ploče i filmovi, čija je jedna stranica veća od 255 mm",m²,10,0,0,10,0,0,0,0
,,"Fotografske ploče i ravni filmovi, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; ravni filmovi za trenutnu >>> ostalo",,,,,,,,,
,3701 91 00 00,"Fotografske ploče i ravni filmovi, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; ravni filmovi za trenutnu >>> ostalo >>> za fotografiju u boji",–,10,0,0,10,0,0,0,0
,3701 99 00 00,"Fotografske ploče i ravni filmovi, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; ravni filmovi za trenutnu >>> ostalo >>> ostalo",–,10,0,0,10,0,0,0,0
,3702,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne",,,,,,,,,
,3702 10 00 00,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> za rendgenska snimanja",m²,5,0,0,5,0,0,0,0
,,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostali filmovi neperforirani, širine ne veće od 105 mm",,,,,,,,,
,3702 31,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostali filmovi neperforirani, širine ne veće od 105 mm >>> za fotografiju u boji",,,,,,,,,
,3702 31 91 00,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostali filmovi neperforirani, širine ne veće od 105 mm >>> za fotografiju u boji >>> obojeni negativ film:  širine 75 mm ili veće, ali ne veće od 105 mm i  dužine 100 m ili veće za izradu trenutne",m,10,0,0,10,0,0,0,0
,3702 31 97 00,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostali filmovi neperforirani, širine ne veće od 105 mm >>> za fotografiju u boji >>> ostali",m,10,0,0,10,0,0,0,0
,3702 32,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostali filmovi neperforirani, širine ne veće od 105 mm >>> ostali, sa emulzijom srebrnog halogenida",,,,,,,,,
