EX,Tarifna oznaka,Naziv,Dopunska jedinica,Carinska stopa (%),EU,CEFTA,IRN,TUR,"CHE, LIE",ISL,NOR
,,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostali filmovi neperforirani, širine ne veće od 105 mm >>> ostali, sa emulzijom srebrnog halogenida >>> širine ne veće od 35 mm",,,,,,,,,
,3702 32 10 00,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostali filmovi neperforirani, širine ne veće od 105 mm >>> ostali, sa emulzijom srebrnog halogenida >>> širine ne veće od 35 mm >>> mikrofilm; film za grafičku upotrebu",–,10,0,0,10,0,0,0,0
,3702 32 20 00,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostali filmovi neperforirani, širine ne veće od 105 mm >>> ostali, sa emulzijom srebrnog halogenida >>> širine ne veće od 35 mm >>> ostalo",–,10,0,0,10,0,0,0,0
,3702 32 85 00,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostali filmovi neperforirani, širine ne veće od 105 mm >>> ostali, sa emulzijom srebrnog halogenida >>> širine veće od 35 mm",–,10,0,0,10,0,0,0,0
,3702 39 00 00,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostali filmovi neperforirani, širine ne veće od 105 mm >>> ostali",–,10,0,0,10,0,0,0,0
,,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostali filmovi, neperforirani, širine veće od 105 mm",,,,,,,,,
,3702 41 00 00,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostali filmovi, neperforirani, širine veće od 105 mm >>> širine veće od 610 mm i dužine veće od 200 m, za fotografiju u boji",m²,5,0,0,5,0,0,0,0
,3702 42 00 00,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostali filmovi, neperforirani, širine veće od 105 mm >>> širine veće od 610 mm i dužine veće od 200 m, osim za fotografiju u boji",m²,5,0,0,5,0,0,0,0
,3702 43 00 00,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostali filmovi, neperforirani, širine veće od 105 mm >>> širine veće od 610 mm i dužine ne veće od 200 m",m²,5,0,0,5,0,0,0,0
,3702 44 00 00,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostali filmovi, neperforirani, širine veće od 105 mm >>> širine veće od 105 mm ali ne veće od 610 mm",m²,5,0,0,5,0,0,0,0
,,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostali filmovi za fotografiju u boji",,,,,,,,,
,3702 52 00 00,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostali filmovi za fotografiju u boji >>> širine ne veće od 16 mm",kd,5,0,0,5,0,0,0,0
,3702 53 00 00,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostali filmovi za fotografiju u boji >>> širine veće od 16 mm ali ne veće od 35 mm i dužine ne veće od 30 m, za dijapozitive",kd,10,0,0,10,0,0,0,0
,3702 54 00 00,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostali filmovi za fotografiju u boji >>> širine veće od 16 mm ali ne veće od 35 mm i dužine ne veće od 30 m, osim za dijapozitive",kd,10,0,0,10,0,0,0,0
,3702 55 00 00,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostali filmovi za fotografiju u boji >>> širine veće od 16 mm ali ne veće od 35 mm i dužine veće od 30 m",m,5,0,0,5,0,0,0,0
,3702 56 00 00,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostali filmovi za fotografiju u boji >>> širine veće od 35 mm",–,5,0,0,5,0,0,0,0
,,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostalo",,,,,,,,,
,3702 96,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostalo >>> širine ne veće od 35 mm i dužine ne veće od 30 m",,,,,,,,,
,3702 96 10 00,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostalo >>> širine ne veće od 35 mm i dužine ne veće od 30 m >>> mikrofilm; film za grafičku upotrebu",–,10,0,0,10,0,0,0,0
,3702 96 90 00,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostalo >>> širine ne veće od 35 mm i dužine ne veće od 30 m >>> ostalo",kd,10,0,0,10,0,0,0,0
,3702 97,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostalo >>> širine ne veće od 35 mm i dužine veće od 30 m",,,,,,,,,
,3702 97 10 00,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostalo >>> širine ne veće od 35 mm i dužine veće od 30 m >>> mikrofilm; film za grafičku upotrebu",–,5,0,0,5,0,0,0,0
,3702 97 90 00,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostalo >>> širine ne veće od 35 mm i dužine veće od 30 m >>> ostalo",m,5,0,0,5,0,0,0,0
,3702 98 00 00,"Fotografski filmovi u rolnama, osjetljivi na svjetlost, neosvijetljeni, od bilo kojeg materijala osim od papira, kartona ili tekstila; filmovi u rolnama za trenutne >>> ostalo >>> širine veće od 35 mm",–,5,0,0,5,0,0,0,0
,3703,"Fotografski papir, karton i tekstil, osjetljivi na svjetlost, neosvijetljeni",,,,,,,,,
,3703 10 00 00,"Fotografski papir, karton i tekstil, osjetljivi na svjetlost, neosvijetljeni >>> u rolnama širine veće od 610 mm",–,5,0,0,5,0,0,0,0
,3703 20 00 00,"Fotografski papir, karton i tekstil, osjetljivi na svjetlost, neosvijetljeni >>> ostalo, za fotografiju u boji",–,10,0,0,10,0,0,0,0
,3703 90 00 00,"Fotografski papir, karton i tekstil, osjetljivi na svjetlost, neosvijetljeni >>> ostalo",–,10,0,0,10,0,0,0,0
,3704 00,"Fotografske ploče, filmovi, papir, karton i tekstil, osvijetljeni ali nerazvijeni",,,,,,,,,
,3704 00 10 00,"Fotografske ploče, filmovi, papir, karton i tekstil, osvijetljeni ali nerazvijeni >>> ploče i filmovi",–,5,0,0,5,0,0,0,0
,3704 00 90 00,"Fotografske ploče, filmovi, papir, karton i tekstil, osvijetljeni ali nerazvijeni >>> ostalo",–,5,0,0,5,0,0,0,0
,3705 00,"Fotografske ploče i filmovi, osvijetljeni i razvijeni, osim kinematografskih filmova",,,,,,,,,
,3705 00 10 00,"Fotografske ploče i filmovi, osvijetljeni i razvijeni, osim kinematografskih filmova >>> za ofsetnu reprodukciju",–,5,0,0,5,0,0,0,0
,3705 00 90 00,"Fotografske ploče i filmovi, osvijetljeni i razvijeni, osim kinematografskih filmova >>> ostalo",–,5,0,0,5,0,0,0,0
ex,3705 00 90 10,"Fotografske ploče i filmovi, osvijetljeni i razvijeni, osim kinematografskih filmova >>> ostalo >>> mikrofilmovi sa snimljenim naučnim i stručnim tekstom",–,0,0,0,0,0,0,0,0
ex,3705 00 90 20,"Fotografske ploče i filmovi, osvijetljeni i razvijeni, osim kinematografskih filmova >>> ostalo >>> mikrofiševi sa snimljenim naučnim i naučnim stručnim tekstom",–,0,0,0,0,0,0,0,0
,3706,"Kinematografski filmovi, osvijetljeni i razvijeni, sa snimljenim ili bez snimljenoga zvučnog zapisa ili samo sa snimljenim zvučnim zapisom",,,,,,,,,
,3706 10,"Kinematografski filmovi, osvijetljeni i razvijeni, sa snimljenim ili bez snimljenoga zvučnog zapisa ili samo sa snimljenim zvučnim zapisom >>> širine 35 mm ili veće",,,,,,,,,
,3706 10 20 00,"Kinematografski filmovi, osvijetljeni i razvijeni, sa snimljenim ili bez snimljenoga zvučnog zapisa ili samo sa snimljenim zvučnim zapisom >>> širine 35 mm ili veće >>> samo sa zvučnim zapisom; negativi; međupozitivi",m,0,0,0,0,0,0,0,0
,3706 10 99 00,"Kinematografski filmovi, osvijetljeni i razvijeni, sa snimljenim ili bez snimljenoga zvučnog zapisa ili samo sa snimljenim zvučnim zapisom >>> širine 35 mm ili veće >>> ostali pozitivi",m,0,0,0,0,0,0,0,0
,3706 90,"Kinematografski filmovi, osvijetljeni i razvijeni, sa snimljenim ili bez snimljenoga zvučnog zapisa ili samo sa snimljenim zvučnim zapisom >>> ostalo",,,,,,,,,
,3706 90 52 00,"Kinematografski filmovi, osvijetljeni i razvijeni, sa snimljenim ili bez snimljenoga zvučnog zapisa ili samo sa snimljenim zvučnim zapisom >>> ostalo >>> samo sa zvučnim zapisom; negativi; međupozitivi; filmski žurnal",m,0,0,0,0,0,0,0,0
,,"Kinematografski filmovi, osvijetljeni i razvijeni, sa snimljenim ili bez snimljenoga zvučnog zapisa ili samo sa snimljenim zvučnim zapisom >>> ostalo >>> ostali, širine",,,,,,,,,
,3706 90 91 00,"Kinematografski filmovi, osvijetljeni i razvijeni, sa snimljenim ili bez snimljenoga zvučnog zapisa ili samo sa snimljenim zvučnim zapisom >>> ostalo >>> ostali, širine >>> manje od 10 mm",m,0,0,0,0,0,0,0,0
,3706 90 99 00,"Kinematografski filmovi, osvijetljeni i razvijeni, sa snimljenim ili bez snimljenoga zvučnog zapisa ili samo sa snimljenim zvučnim zapisom >>> ostalo >>> ostali, širine >>> 10 mm ili veće",m,0,0,0,0,0,0,0,0
,3707,Hemijski preparati za fotografske namjene,,,,,,,,,
,3707 10 00 00,Hemijski preparati za fotografske namjene >>> emulzije osjetljive na svjetlost,–,5,0,0,5,0,0,0,0
,3707 90,Hemijski preparati za fotografske namjene >>> ostalo,,,,,,,,,
,3707 90 20 00,Hemijski preparati za fotografske namjene >>> ostalo >>> razvijači i fiksiri,–,5,0,0,5,0,0,0,0
,3707 90 90 00,Hemijski preparati za fotografske namjene >>> ostalo >>> ostali,–,5,0,0,5,0,0,0,0
,3801,"Vještačk i grafit, koloidni ili polukoloidni grafit; preparati na bazi grafita ili drugih vrsta ugljenika u obliku paste, blokova, ploča ili drugih poluproizvoda",,,,,,,,,
,3801 10 00 00,"Vještačk i grafit, koloidni ili polukoloidni grafit; preparati na bazi grafita ili drugih vrsta ugljenika u obliku paste, blokova, ploča ili drugih poluproizvoda >>> vještački grafit",–,0,0,0,0,0,0,0,0
,3801 20,"Vještačk i grafit, koloidni ili polukoloidni grafit; preparati na bazi grafita ili drugih vrsta ugljenika u obliku paste, blokova, ploča ili drugih poluproizvoda >>> koloidni ili polukoloidni grafit",,,,,,,,,
,3801 20 10 00,"Vještačk i grafit, koloidni ili polukoloidni grafit; preparati na bazi grafita ili drugih vrsta ugljenika u obliku paste, blokova, ploča ili drugih poluproizvoda >>> koloidni ili polukoloidni grafit >>> koloidni grafit u uljnoj suspenziji; polukoloidni grafit",–,0,0,0,0,0,0,0,0
,3801 20 90 00,"Vještačk i grafit, koloidni ili polukoloidni grafit; preparati na bazi grafita ili drugih vrsta ugljenika u obliku paste, blokova, ploča ili drugih poluproizvoda >>> koloidni ili polukoloidni grafit >>> ostalo",–,0,0,0,0,0,0,0,0
,3801 30 00 00,"Vještačk i grafit, koloidni ili polukoloidni grafit; preparati na bazi grafita ili drugih vrsta ugljenika u obliku paste, blokova, ploča ili drugih poluproizvoda >>> ugljenikove paste za elektrode i slične paste za oblaganje peći",–,5,0,0,5,0,0,0,0
,3801 90 00 00,"Vještačk i grafit, koloidni ili polukoloidni grafit; preparati na bazi grafita ili drugih vrsta ugljenika u obliku paste, blokova, ploča ili drugih poluproizvoda >>> ostalo",–,5,0,0,5,0,0,0,0
,3802,"Aktivni ugalj; aktivni prirodni mineralni proizvodi; životinjski ugalj, uključujući upotrebljavani",,,,,,,,,
,3802 10 00 00,"Aktivni ugalj; aktivni prirodni mineralni proizvodi; životinjski ugalj, uključujući upotrebljavani >>> aktivni ugalj",–,5,0,0,5,0,0,0,0
,3802 90 00 00,"Aktivni ugalj; aktivni prirodni mineralni proizvodi; životinjski ugalj, uključujući upotrebljavani >>> ostalo",–,0,0,0,0,0,0,0,0
ex,3802 90 00 10,"Aktivni ugalj; aktivni prirodni mineralni proizvodi; životinjski ugalj, uključujući upotrebljavani >>> ostalo >>> životinjski ugalj",–,5,0,0,5,0,0,0,0
,3803 00,"Aktivni ugalj; aktivni prirodni mineralni proizvodi; životinjski ugalj, uključujući upotrebljavani >>> Talulje, rafinisano ili nerafinisano",,,,,,,,,
,3803 00 10 00,"Aktivni ugalj; aktivni prirodni mineralni proizvodi; životinjski ugalj, uključujući upotrebljavani >>> sirovo",–,0,0,0,0,0,0,0,0
,3803 00 90 00,"Aktivni ugalj; aktivni prirodni mineralni proizvodi; životinjski ugalj, uključujući upotrebljavani >>> ostalo",–,0,0,0,0,0,0,0,0
,3804 00 00 00,"Aktivni ugalj; aktivni prirodni mineralni proizvodi; životinjski ugalj, uključujući upotrebljavani >>> Ostatne lužine iz proizvodnje drvne celuloze, nekoncentrirane ili koncentrirane, desaharizirane ili hemijski obrađene, uključujući lignin sulfonate, ali isključujući talulje iz tarifnog broja 3803",–,5,0,0,5,0,0,0,0
ex,3804 00 00 10,"Aktivni ugalj; aktivni prirodni mineralni proizvodi; životinjski ugalj, uključujući upotrebljavani >>> koncentrirane sulfitne lužine",–,0,0,0,0,0,0,0,0
,3805,"Aktivni ugalj; aktivni prirodni mineralni proizvodi; životinjski ugalj, uključujući upotrebljavani >>> koncentrirane sulfitne lužine >>> Smolni, drvni ili sulfatni terpentin i druga terpenska ulja dobivena destilacijom ili drugim postupkom iz crnogoričnog drveta; sirovi dipenten; sulfitni terpentin i drugi sirovi para cimeni; borovo ulje koje sadrži alfaterpineol kao osnovni sastojak",,,,,,,,,
,3805 10,"Aktivni ugalj; aktivni prirodni mineralni proizvodi; životinjski ugalj, uključujući upotrebljavani >>> smolna, drvna ili sulfatna terpentinska ulja",,,,,,,,,
,3805 10 10 00,"Aktivni ugalj; aktivni prirodni mineralni proizvodi; životinjski ugalj, uključujući upotrebljavani >>> smolna, drvna ili sulfatna terpentinska ulja >>> smolni terpentin",–,0,0,0,0,0,0,0,0
,3805 10 30 00,"Aktivni ugalj; aktivni prirodni mineralni proizvodi; životinjski ugalj, uključujući upotrebljavani >>> smolna, drvna ili sulfatna terpentinska ulja >>> drvni terpentin",–,0,0,0,0,0,0,0,0
,3805 10 90 00,"Aktivni ugalj; aktivni prirodni mineralni proizvodi; životinjski ugalj, uključujući upotrebljavani >>> smolna, drvna ili sulfatna terpentinska ulja >>> sulfatni terpentin",–,0,0,0,0,0,0,0,0
,3805 90,"Aktivni ugalj; aktivni prirodni mineralni proizvodi; životinjski ugalj, uključujući upotrebljavani >>> ostalo",,,,,,,,,
,3805 90 10 00,"Aktivni ugalj; aktivni prirodni mineralni proizvodi; životinjski ugalj, uključujući upotrebljavani >>> ostalo >>> borovo ulje",–,5,0,0,5,0,0,0,0
,3805 90 90 00,"Aktivni ugalj; aktivni prirodni mineralni proizvodi; životinjski ugalj, uključujući upotrebljavani >>> ostalo >>> ostalo",–,5,0,0,5,0,0,0,0
,3806,Kolofonij i smolne kiseline i njihovi derivati; kolofonijski špirit i kolofonijska ulja; tečne smole,,,,,,,,,
,3806 10 00 00,Kolofonij i smolne kiseline i njihovi derivati; kolofonijski špirit i kolofonijska ulja; tečne smole >>> kolofonij i smolne kiseline,–,0,0,0,0,0,0,0,0
,3806 20 00 00,"Kolofonij i smolne kiseline i njihovi derivati; kolofonijski špirit i kolofonijska ulja; tečne smole >>> soli kolofonija, smolnih kiselina i njihovih derivata, osim kolofonijskih adukata",–,5,0,0,5,0,0,0,0
,3806 30 00 00,Kolofonij i smolne kiseline i njihovi derivati; kolofonijski špirit i kolofonijska ulja; tečne smole >>> esteri guma,–,0,0,0,0,0,0,0,0
,3806 90 00 00,Kolofonij i smolne kiseline i njihovi derivati; kolofonijski špirit i kolofonijska ulja; tečne smole >>> ostalo,–,5,0,0,5,0,0,0,0
,3807 00,"Drvni katran; ulja od drvnog katrana; drvni kreozot; drvna nafta; biljna smola; pivarska smola i slični preparati na bazi kolofonija, smolnih kiselina ili biljnih smola",,,,,,,,,
,3807 00 10 00,"Drvni katran; ulja od drvnog katrana; drvni kreozot; drvna nafta; biljna smola; pivarska smola i slični preparati na bazi kolofonija, smolnih kiselina ili biljnih smola >>> drvni katran",–,5,0,0,5,0,0,0,0
,3807 00 90 00,"Drvni katran; ulja od drvnog katrana; drvni kreozot; drvna nafta; biljna smola; pivarska smola i slični preparati na bazi kolofonija, smolnih kiselina ili biljnih smola >>> ostalo",–,5,0,0,5,0,0,0,0
,3808,"Insekticidi, rodenticidi, fungicidi, herbicidi, sredstva protiv klijanja, sredstva za reguliranje rasta biljaka, dezinficijensi i slični proizvodi, pripremljeni u oblike ili pakovanja za pojedinačnu prodaju ili kao preparati ili proizvodi",,,,,,,,,
,,"Insekticidi, rodenticidi, fungicidi, herbicidi, sredstva protiv klijanja, sredstva za reguliranje rasta biljaka, dezinficijensi i slični proizvodi, pripremljeni u oblike ili pakovanja za pojedinačnu prodaju ili kao preparati ili proizvodi >>> roba navedena u napomeni za podbrojeve broj 1 ovoj glavi",,,,,,,,,
,3808 52 00 00,"Insekticidi, rodenticidi, fungicidi, herbicidi, sredstva protiv klijanja, sredstva za reguliranje rasta biljaka, dezinficijensi i slični proizvodi, pripremljeni u oblike ili pakovanja za pojedinačnu prodaju ili kao preparati ili proizvodi >>> roba navedena u napomeni za podbrojeve broj 1 ovoj glavi >>> DDT",–,0,0,0,0,0,0,0,0
